Building,Date,SSID,Addr,RSSI
25_05_2021,14.1,uha,3890a5505380,-78.0
25_05_2021,14.1,eduroam,3890a5503e61,-81.0
25_05_2021,14.1,telephone,3890a5503e62,-81.0
25_05_2021,14.1,uha,3890a5503e60,-82.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,P.H. EST PARMI NOUS,6ec7ece83154,-69.0
25_05_2021,14.1,uha,3890a5505380,-71.0
25_05_2021,14.1,eduroam,3890a5505381,-71.0
25_05_2021,14.1,telephone,3890a5505382,-73.0
25_05_2021,14.1,uha,3890a5503e60,-81.0
25_05_2021,14.1,telephone,3890a5503e62,-82.0
25_05_2021,14.1,eduroam,3890a5503e61,-83.0
25_05_2021,14.1,uha,3890a5298a00,-91.0
25_05_2021,14.1,eduroam,3890a5298a01,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-93.0
25_05_2021,14.1,P.H. EST PARMI NOUS,6ec7ece83154,-62.0
25_05_2021,14.1,uha,3890a5505380,-78.0
25_05_2021,14.1,eduroam,3890a5505381,-79.0
25_05_2021,14.1,telephone,3890a5505382,-79.0
25_05_2021,14.1,uha,3890a5503e60,-82.0
25_05_2021,14.1,eduroam,3890a5503e61,-82.0
25_05_2021,14.1,telephone,3890a5503e62,-82.0
25_05_2021,14.1,uha,3890a5298a00,-91.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,uha,3890a5298a00,-91.0
25_05_2021,14.1,eduroam,3890a5298a01,-92.0
25_05_2021,14.1,telephone,3890a5298a02,-92.0
25_05_2021,14.1,uha,3890a5298a00,-91.0
25_05_2021,14.1,telephone,3890a5298a02,-92.0
25_05_2021,14.1,uha,3890a54ca360,-94.0
25_05_2021,14.1,eduroam,3890a54ca361,-95.0
25_05_2021,14.1,telephone,3890a54ca362,-96.0
25_05_2021,14.1,telephone,3890a5298a02,-91.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,eduroam,3890a5298a01,-92.0
25_05_2021,14.1,uha,3890a5298a00,-91.0
25_05_2021,14.1,uha,3890a54ca360,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,eduroam,3890a5298a01,-96.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,uha,3890a5298a00,-95.0
25_05_2021,14.1,telephone,3890a5298a02,-91.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-95.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,telephone,3890a5298a02,-92.0
25_05_2021,14.1,telephone,3890a5298a02,-90.0
25_05_2021,14.1,eduroam,3890a5298a01,91.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-95.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-95.0
25_05_2021,14.1,eduroam,3890a5298a01,-94.0
25_05_2021,14.1,uha,3890a5298a00,-95.0
25_05_2021,14.1,telephone,3890a5298a02,-95.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,eduroam,3890a5298a01,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-93.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,eduroam,3890a54ca361,-93.0
25_05_2021,14.1,telephone,3890a54ca362,-95.0
25_05_2021,14.1,eduroam,3890a54ca361,-95.0
25_05_2021,14.1,eduroam,3890a54ca361,-95.0
25_05_2021,14.1,telephone,3890a54ca362,-95.0
25_05_2021,14.1,telephone,3890a5298a02,-93.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,eduroam,3890a54ca361,-95.0
25_05_2021,14.1,uha,3890a54ca360,-95.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,eduroam,3890a5298a01,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-95.0
25_05_2021,14.1,eduroam,3890a5298a01,-93.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-90.0
25_05_2021,14.1,uha,3890a5298a00,-93.0
25_05_2021,14.1,eduroam,3890a5298a01,-94.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,uha,3890a5298a00,-94.0
25_05_2021,14.1,uha,3890a5298a00,-92.0
25_05_2021,14.1,eduroam,3890a5298a01,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-93.0
25_05_2021,14.1,telephone,3890a5298a02,-94.0
25_05_2021,14.1,uha,3890a5298a00,-95.0
25_05_2021,14.1,eduroam,3890a5298a01,
25_05_2021,2.0,uha,3890a54ca360,-65.0
25_05_2021,2.0,telephone,3890a54ca362,-65.0
25_05_2021,2.0,eduroam,3890a54ca361,-66.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-71.0
25_05_2021,2.0,telephone,3890a5503e62,-85.0
25_05_2021,2.0,uha,3890a5503e60,-86.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,telephone,3890a5600b42,-89.0
25_05_2021,2.0,uha,3890a5600b40,-90.0
25_05_2021,2.0,eduroam,3890a5600b41,-90.0
25_05_2021,2.0,eduroam,3890a5505381,-94.0
25_05_2021,2.0,uha,3890a5505380,-94.0
25_05_2021,2.0,uha,3890a54ca360,-66.0
25_05_2021,2.0,eduroam,3890a54ca361,-66.0
25_05_2021,2.0,telephone,3890a54ca362,-66.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-71.0
25_05_2021,2.0,telephone,3890a5503e62,-85.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,uha,3890a5600b40,-87.0
25_05_2021,2.0,uha,3890a5503e60,-87.0
25_05_2021,2.0,eduroam,3890a5600b41,-88.0
25_05_2021,2.0,telephone,3890a5600b42,-89.0
25_05_2021,2.0,uha,3890a5505380,-94.0
25_05_2021,2.0,telephone,3890a54ca362,-66.0
25_05_2021,2.0,uha,3890a54ca360,-67.0
25_05_2021,2.0,eduroam,3890a54ca361,-67.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-72.0
25_05_2021,2.0,telephone,3890a5503e62,-85.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,uha,3890a5503e60,-87.0
25_05_2021,2.0,uha,3890a5600b40,-92.0
25_05_2021,2.0,telephone,3890a5600b42,-92.0
25_05_2021,2.0,eduroam,3890a5600b41,-92.0
25_05_2021,2.0,eduroam,3890a5505381,-93.0
25_05_2021,2.0,uha,3890a54ca360,-66.0
25_05_2021,2.0,eduroam,3890a54ca361,-66.0
25_05_2021,2.0,telephone,3890a54ca362,-66.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-71.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,telephone,3890a5503e62,-86.0
25_05_2021,2.0,uha,3890a5503e60,-87.0
25_05_2021,2.0,eduroam,3890a5600b41,-90.0
25_05_2021,2.0,uha,3890a5600b40,-92.0
25_05_2021,2.0,telephone,3890a5600b42,-92.0
25_05_2021,2.0,eduroam,3890a54ca361,-66.0
25_05_2021,2.0,telephone,3890a54ca362,-66.0
25_05_2021,2.0,uha,3890a54ca360,-67.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-73.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,uha,3890a5503e60,-87.0
25_05_2021,2.0,telephone,3890a5503e62,-87.0
25_05_2021,2.0,eduroam,3890a5600b41,-88.0
25_05_2021,2.0,uha,3890a5600b40,-89.0
25_05_2021,2.0,telephone,3890a5600b42,-89.0
25_05_2021,2.0,uha,3890a5505380,-91.0
25_05_2021,2.0,telephone,3890a5505382,-91.0
25_05_2021,2.0,eduroam,3890a5505381,-94.0
25_05_2021,2.0,eduroam,3890a54ca361,-66.0
25_05_2021,2.0,telephone,3890a54ca362,-67.0
25_05_2021,2.0,uha,3890a54ca360,-68.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-69.0
25_05_2021,2.0,uha,3890a5503e60,-84.0
25_05_2021,2.0,telephone,3890a5503e62,-84.0
25_05_2021,2.0,eduroam,3890a5503e61,-85.0
25_05_2021,2.0,uha,3890a5600b40,-87.0
25_05_2021,2.0,telephone,3890a5600b42,-87.0
25_05_2021,2.0,eduroam,3890a5600b41,-87.0
25_05_2021,2.0,uha,3890a5505380,-94.0
25_05_2021,2.0,eduroam,3890a54ca361,-65.0
25_05_2021,2.0,uha,3890a54ca360,-66.0
25_05_2021,2.0,telephone,3890a54ca362,-67.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-69.0
25_05_2021,2.0,telephone,3890a5503e62,-85.0
25_05_2021,2.0,uha,3890a5503e60,-85.0
25_05_2021,2.0,telephone,3890a5600b42,-86.0
25_05_2021,2.0,eduroam,3890a5503e61,-86.0
25_05_2021,2.0,uha,3890a5600b40,-87.0
25_05_2021,2.0,eduroam,3890a5600b41,-87.0
25_05_2021,2.0,uha,3890a5505380,-91.0
25_05_2021,2.0,eduroam,3890a5505381,-91.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-65.0
25_05_2021,2.0,telephone,3890a54ca362,-69.0
25_05_2021,2.0,uha,3890a54ca360,-70.0
25_05_2021,2.0,eduroam,3890a54ca361,-70.0
25_05_2021,2.0,telephone,3890a5600b42,-81.0
25_05_2021,2.0,uha,3890a5600b40,-81.0
25_05_2021,2.0,eduroam,3890a5600b41,-82.0
25_05_2021,2.0,uha,3890a5503e60,-83.0
25_05_2021,2.0,eduroam,3890a5503e61,-84.0
25_05_2021,2.0,telephone,3890a5503e62,-84.0
25_05_2021,2.0,eduroam,3890a5505381,-89.0
25_05_2021,2.0,telephone,3890a5505382,-89.0
25_05_2021,2.0,uha,3890a5505380,-94.0
25_05_2021,2.0,uha,3890a54ca360,-67.0
25_05_2021,2.0,eduroam,3890a54ca361,-67.0
25_05_2021,2.0,telephone,3890a54ca362,-67.0
25_05_2021,2.0,P.H. EST PARMI NOUS,6ec7ece83154,-70.0
25_05_2021,2.0,uha,3890a5503e60,-84.0
25_05_2021,2.0,uha,3890a5600b40,-85.0
25_05_2021,2.0,eduroam,3890a5503e61,-85.0
25_05_2021,2.0,eduroam,3890a5600b41,-86.0
25_05_2021,2.0,telephone,3890a5600b42,-86.0
25_05_2021,2.0,telephone,3890a5503e62,-86.0
25_05_2021,2.0,uha,3890a5505380,-91.0
25_05_2021,2.0,telephone,3890a5505382,-91.0
25_05_2021,2.0,eduroam,3890a5505381,-91.0
25_05_2021,2.1,telephone,3890a54ca362,-83.0
25_05_2021,2.1,uha,3890a54ca360,-84.0
25_05_2021,2.1,eduroam,3890a54ca361,-84.0
25_05_2021,2.1,eduroam,3890a54ca361,-79.0
25_05_2021,2.1,telephone,3890a54ca362,-79.0
25_05_2021,2.1,uha,3890a54ca360,-80.0
25_05_2021,2.1,eduroam,3890a54ca361,-78.0
25_05_2021,2.1,telephone,3890a54ca362,-78.0
25_05_2021,2.1,uha,3890a54ca360,-79.0
25_05_2021,2.1,telephone,3890a54ca362,-72.0
25_05_2021,2.1,uha,3890a54ca360,-73.0
25_05_2021,2.1,eduroam,3890a54ca361,-73.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-78.0
25_05_2021,2.1,uha,3890a54ca360,-78.0
25_05_2021,2.1,telephone,3890a54ca362,-78.0
25_05_2021,2.1,eduroam,3890a54ca361,-75.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-73.0
25_05_2021,2.1,eduroam,3890a54ca361,-73.0
25_05_2021,2.1,telephone,3890a54ca362,-74.0
25_05_2021,2.1,uha,3890a54ca360,-75.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-78.0
25_05_2021,2.1,eduroam,3890a54ca361,-79.0
25_05_2021,2.1,uha,3890a54ca360,-80.0
25_05_2021,2.1,telephone,3890a54ca362,-80.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-78.0
25_05_2021,2.1,telephone,3890a54ca362,-78.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,uha,3890a54ca360,-74.0
25_05_2021,2.1,eduroam,3890a54ca361,-74.0
25_05_2021,2.1,telephone,3890a54ca362,-74.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-74.0
25_05_2021,2.1,eduroam,3890a54ca361,-75.0
25_05_2021,2.1,telephone,3890a54ca362,-75.0
25_05_2021,2.1,telephone,3890a54ca362,-75.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,uha,3890a54ca360,-75.0
25_05_2021,2.1,eduroam,3890a54ca361,-75.0
25_05_2021,2.1,telephone,3890a54ca362,-75.0
25_05_2021,2.1,uha,3890a54ca360,-74.0
25_05_2021,2.1,eduroam,3890a54ca361,-74.0
25_05_2021,2.1,telephone,3890a54ca362,-74.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-78.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,eduroam,3890a54ca361,-78.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,uha,3890a54ca360,-77.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-76.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,telephone,3890a54ca362,-77.0
25_05_2021,2.1,uha,3890a54ca360,-75.0
25_05_2021,2.1,telephone,3890a54ca362,-75.0
25_05_2021,2.1,eduroam,3890a54ca361,-76.0
25_05_2021,2.1,uha,3890a54ca360,-74.0
25_05_2021,2.1,eduroam,3890a54ca361,-74.0
25_05_2021,2.1,telephone,3890a54ca362,-74.0
25_05_2021,3.0,uha,3890a54ca360,-68.0
25_05_2021,3.0,eduroam,3890a54ca361,-69.0
25_05_2021,3.0,telephone,3890a54ca362,-69.0
25_05_2021,3.0,uha,3890a5600b40,-78.0
25_05_2021,3.0,eduroam,3890a5600b41,-80.0
25_05_2021,3.0,telephone,3890a5600b42,-81.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-83.0
25_05_2021,3.0,uha,3890a5505380,-91.0
25_05_2021,3.0,telephone,3890a5503e62,-93.0
25_05_2021,3.0,uha,3890a5503e60,-95.0
25_05_2021,3.0,eduroam,3890a5503e61,-96.0
25_05_2021,3.0,eduroam,3890a54ca361,-66.0
25_05_2021,3.0,telephone,3890a54ca362,-66.0
25_05_2021,3.0,uha,3890a54ca360,-67.0
25_05_2021,3.0,uha,3890a5600b40,-79.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-80.0
25_05_2021,3.0,eduroam,3890a5600b41,-80.0
25_05_2021,3.0,uha,3890a54ca360,-66.0
25_05_2021,3.0,eduroam,3890a54ca361,-66.0
25_05_2021,3.0,telephone,3890a54ca362,-66.0
25_05_2021,3.0,uha,3890a5600b40,-79.0
25_05_2021,3.0,eduroam,3890a5600b41,-79.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-80.0
25_05_2021,3.0,uha,3890a5505380,-93.0
25_05_2021,3.0,telephone,3890a5505382,-93.0
25_05_2021,3.0,uha,3890a5503e60,-94.0
25_05_2021,3.0,telephone,3890a5503e62,-94.0
25_05_2021,3.0,uha,3890a54ca360,-69.0
25_05_2021,3.0,eduroam,3890a54ca361,-69.0
25_05_2021,3.0,telephone,3890a54ca362,-69.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-78.0
25_05_2021,3.0,uha,3890a5600b40,-79.0
25_05_2021,3.0,eduroam,3890a5600b41,-79.0
25_05_2021,3.0,telephone,3890a5600b42,-80.0
25_05_2021,3.0,uha,3890a5505380,-90.0
25_05_2021,3.0,telephone,3890a5505382,-90.0
25_05_2021,3.0,eduroam,3890a5505381,-92.0
25_05_2021,3.0,telephone,3890a54ca362,-67.0
25_05_2021,3.0,uha,3890a54ca360,-68.0
25_05_2021,3.0,eduroam,3890a54ca361,-68.0
25_05_2021,3.0,uha,3890a5600b40,-79.0
25_05_2021,3.0,eduroam,3890a5600b41,-79.0
25_05_2021,3.0,uha,3890a5505380,-90.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-90.0
25_05_2021,3.0,eduroam,3890a5503e61,-93.0
25_05_2021,3.0,uha,3890a5503e60,-94.0
25_05_2021,3.0,telephone,3890a5503e62,-95.0
25_05_2021,3.0,uha,3890a54ca360,-66.0
25_05_2021,3.0,telephone,3890a54ca362,-66.0
25_05_2021,3.0,eduroam,3890a54ca361,-66.0
25_05_2021,3.0,eduroam,3890a5600b41,-78.0
25_05_2021,3.0,uha,3890a5600b40,-79.0
25_05_2021,3.0,telephone,3890a5600b42,-79.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-80.0
25_05_2021,3.0,uha,3890a5505380,-92.0
25_05_2021,3.0,telephone,3890a5505382,-93.0
25_05_2021,3.0,eduroam,3890a5505381,-93.0
25_05_2021,3.0,uha,3890a54ca360,-68.0
25_05_2021,3.0,eduroam,3890a54ca361,-68.0
25_05_2021,3.0,telephone,3890a54ca362,-68.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-77.0
25_05_2021,3.0,uha,3890a5600b40,-78.0
25_05_2021,3.0,eduroam,3890a5600b41,-78.0
25_05_2021,3.0,telephone,3890a5600b42,-78.0
25_05_2021,3.0,eduroam,3890a5505381,-91.0
25_05_2021,3.0,uha,3890a5505380,-92.0
25_05_2021,3.0,telephone,3890a5505382,-92.0
25_05_2021,3.0,eduroam,3890a5503e61,-94.0
25_05_2021,3.0,uha,3890a5503e60,-96.0
25_05_2021,3.0,eduroam,3890a54ca361,-70.0
25_05_2021,3.0,uha,3890a54ca360,-71.0
25_05_2021,3.0,telephone,3890a54ca362,-71.0
25_05_2021,3.0,uha,3890a5600b40,-77.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-78.0
25_05_2021,3.0,eduroam,3890a5600b41,-79.0
25_05_2021,3.0,telephone,3890a5600b42,-79.0
25_05_2021,3.0,eduroam,3890a5505381,-88.0
25_05_2021,3.0,telephone,3890a5505382,-89.0
25_05_2021,3.0,uha,3890a5505380,-90.0
25_05_2021,3.0,uha,3890a54ca360,-70.0
25_05_2021,3.0,eduroam,3890a54ca361,-70.0
25_05_2021,3.0,telephone,3890a54ca362,-70.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-77.0
25_05_2021,3.0,eduroam,3890a5600b41,-77.0
25_05_2021,3.0,telephone,3890a5600b42,-77.0
25_05_2021,3.0,uha,3890a5600b40,-78.0
25_05_2021,3.0,uha,3890a5505380,-89.0
25_05_2021,3.0,telephone,3890a5505382,-89.0
25_05_2021,3.0,eduroam,3890a5505381,-90.0
25_05_2021,3.0,uha,3890a54ca360,-70.0
25_05_2021,3.0,eduroam,3890a54ca361,-70.0
25_05_2021,3.0,telephone,3890a54ca362,-70.0
25_05_2021,3.0,P.H. EST PARMI NOUS,6ec7ece83154,-78.0
25_05_2021,3.0,uha,3890a5600b40,-78.0
25_05_2021,3.0,eduroam,3890a5600b41,-78.0
25_05_2021,3.0,telephone,3890a5600b42,-78.0
25_05_2021,3.0,uha,3890a54ca360,-66.0
25_05_2021,3.0,eduroam,3890a54ca361,-66.0
25_05_2021,3.0,telephone,3890a54ca362,-67.0
25_05_2021,3.0,uha,3890a54ca360,-65.0
25_05_2021,3.0,eduroam,3890a54ca361,-65.0
25_05_2021,3.0,telephone,3890a54ca362,-65.0
25_05_2021,3.1,uha,3890a54ca360,-60.0
25_05_2021,3.1,eduroam,3890a54ca361,-60.0
25_05_2021,3.1,telephone,3890a54ca362,-61.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-82.0
25_05_2021,3.1,uha,3890a5505380,-82.0
25_05_2021,3.1,telephone,3890a5505382,-82.0
25_05_2021,3.1,eduroam,3890a5505381,-83.0
25_05_2021,3.1,uha,3890a5600b40,-86.0
25_05_2021,3.1,telephone,3890a5600b42,-86.0
25_05_2021,3.1,eduroam,3890a5600b41,-87.0
25_05_2021,3.1,uha,3890a54ca360,-61.0
25_05_2021,3.1,eduroam,3890a54ca361,-61.0
25_05_2021,3.1,telephone,3890a54ca362,-61.0
25_05_2021,3.1,eduroam,3890a5505381,-82.0
25_05_2021,3.1,telephone,3890a5505382,-83.0
25_05_2021,3.1,uha,3890a5505380,-84.0
25_05_2021,3.1,telephone,3890a5600b42,-87.0
25_05_2021,3.1,uha,3890a5600b40,-88.0
25_05_2021,3.1,eduroam,3890a5600b41,-88.0
25_05_2021,3.1,uha,3890a54ca360,-60.0
25_05_2021,3.1,eduroam,3890a54ca361,-60.0
25_05_2021,3.1,telephone,3890a54ca362,-60.0
25_05_2021,3.1,uha,3890a5505380,-82.0
25_05_2021,3.1,eduroam,3890a5505381,-82.0
25_05_2021,3.1,telephone,3890a5505382,-82.0
25_05_2021,3.1,uha,3890a5600b40,-87.0
25_05_2021,3.1,eduroam,3890a5600b41,-87.0
25_05_2021,3.1,telephone,3890a5600b42,-88.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-89.0
25_05_2021,3.1,uha,3890a54ca360,-60.0
25_05_2021,3.1,eduroam,3890a54ca361,-60.0
25_05_2021,3.1,telephone,3890a54ca362,-60.0
25_05_2021,3.1,eduroam,3890a5505381,-81.0
25_05_2021,3.1,uha,3890a5505380,-83.0
25_05_2021,3.1,telephone,3890a5505382,-84.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-85.0
25_05_2021,3.1,uha,3890a5600b40,-87.0
25_05_2021,3.1,telephone,3890a5600b42,-88.0
25_05_2021,3.1,eduroam,3890a5600b41,-88.0
25_05_2021,3.1,uha,3890a54ca360,-62.0
25_05_2021,3.1,eduroam,3890a54ca361,-62.0
25_05_2021,3.1,telephone,3890a54ca362,-62.0
25_05_2021,3.1,eduroam,3890a5505381,-83.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-85.0
25_05_2021,3.1,telephone,3890a5505382,-85.0
25_05_2021,3.1,uha,3890a5600b40,-89.0
25_05_2021,3.1,eduroam,3890a5600b41,-89.0
25_05_2021,3.1,telephone,3890a5600b42,-89.0
25_05_2021,3.1,uha,3890a54ca360,-60.0
25_05_2021,3.1,eduroam,3890a54ca361,-60.0
25_05_2021,3.1,telephone,3890a54ca362,-60.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-81.0
25_05_2021,3.1,uha,3890a5505380,-82.0
25_05_2021,3.1,telephone,3890a5505382,-82.0
25_05_2021,3.1,eduroam,3890a5505381,-83.0
25_05_2021,3.1,eduroam,3890a5600b41,-88.0
25_05_2021,3.1,telephone,3890a5600b42,-89.0
25_05_2021,3.1,uha,3890a5600b40,-90.0
25_05_2021,3.1,uha,3890a54ca360,-61.0
25_05_2021,3.1,eduroam,3890a54ca361,-61.0
25_05_2021,3.1,telephone,3890a54ca362,-61.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-77.0
25_05_2021,3.1,uha,3890a5505380,-81.0
25_05_2021,3.1,eduroam,3890a5505381,-82.0
25_05_2021,3.1,telephone,3890a5505382,-83.0
25_05_2021,3.1,uha,3890a5600b40,-89.0
25_05_2021,3.1,eduroam,3890a5600b41,-89.0
25_05_2021,3.1,telephone,3890a5600b42,-89.0
25_05_2021,3.1,uha,3890a54ca360,-59.0
25_05_2021,3.1,eduroam,3890a54ca361,-59.0
25_05_2021,3.1,telephone,3890a54ca362,-59.0
25_05_2021,3.1,uha,3890a5505380,-82.0
25_05_2021,3.1,eduroam,3890a5505381,-82.0
25_05_2021,3.1,telephone,3890a5505382,-83.0
25_05_2021,3.1,uha,3890a5600b40,-86.0
25_05_2021,3.1,eduroam,3890a5600b41,-86.0
25_05_2021,3.1,telephone,3890a5600b42,-86.0
25_05_2021,3.1,uha,3890a54ca360,-58.0
25_05_2021,3.1,eduroam,3890a54ca361,-58.0
25_05_2021,3.1,telephone,3890a54ca362,-58.0
25_05_2021,3.1,P.H. EST PARMI NOUS,6ec7ece83154,-78.0
25_05_2021,3.1,uha,3890a5505380,-81.0
25_05_2021,3.1,telephone,3890a5505382,-81.0
25_05_2021,3.1,eduroam,3890a5600b41,-81.0
